run,type,module,name,attrname,attrvalue,value
General-0-20200715-16:35:37-10116,param,,,Scenario.*.wlan[*].radio.channelNumber,2,
General-0-20200715-16:35:37-10116,param,,,Scenario.*.wlan[*].mgmt.ssid,"""SSID""",
General-0-20200715-16:35:37-10116,param,,,Scenario.*.wlan[*].mgmt.beaconInterval,50ms,
General-0-20200715-16:35:37-10116,param,,,Scenario.*.wlan[*].radio.carrierFrequency,2.412GHz,
General-0-20200715-16:35:37-10116,param,,,Scenario.*.wlan[*].radio.bandwidth,20MHz,
General-0-20200715-16:35:37-10116,param,,,Scenario.*.wlan[*].radio.transmitter.power,25mW,
General-0-20200715-16:35:37-10116,param,,,Scenario.*.wlan[*].radio.transmitter.modulation,"""BPSK""",
General-0-20200715-16:35:37-10116,param,,,Scenario.*.wlan[*].radio.receiver.sensitivity,-85dBm,
General-0-20200715-16:35:37-10116,param,,,Scenario.radioMedium.physicalEnvironmentModule,"""physicalEnvironment""",
General-0-20200715-16:35:37-10116,param,,,Scenario.radioMedium.propagationType,"""ConstantSpeedPropagation""",
General-0-20200715-16:35:37-10116,param,,,Scenario.radioMedium.pathLossType,"""NakagamiFading""",
General-0-20200715-16:35:37-10116,param,,,Scenario.radioMedium.analogModelType,"""ScalarAnalogModel""",
General-0-20200715-16:35:37-10116,param,,,Scenario.manager.updateInterval,0.001s,
General-0-20200715-16:35:37-10116,param,,,Scenario.manager.host,"""localhost""",
General-0-20200715-16:35:37-10116,param,,,Scenario.manager.port,9999,
General-0-20200715-16:35:37-10116,param,,,Scenario.manager.autoShutdown,true,
General-0-20200715-16:35:37-10116,param,,,Scenario.manager.launchConfig,"xmldoc(""straight.launchd.xml"")",
General-0-20200715-16:35:37-10116,param,,,*.manager.moduleType,"""vtype0=fyp.simulations.singleSide.Car pedestrian=fyp.simulations.singleSideWithPedestrians.pedestrian""",
General-0-20200715-16:35:37-10116,param,,,*.manager.moduleName,"""vtype0=node pedestrian=ped""",
General-0-20200715-16:35:37-10116,param,,,*.manager.moduleDisplayString,"""vtype0='i=veins/node/car;is=vs' pedestrian='i=veins/node/pedestrian;is=vs'""",
General-0-20200715-16:35:37-10116,scalar,Scenario.node[0].wlan[0].mgmt,end to end delay,,,0.000162510629
General-0-20200715-16:35:37-10116,scalar,Scenario.node[1].wlan[0].mgmt,end to end delay,,,0.000160941698
General-0-20200715-16:35:37-10116,scalar,Scenario.node[2].wlan[0].mgmt,end to end delay,,,0.000163269883
General-0-20200715-16:35:37-10116,scalar,Scenario.node[3].wlan[0].mgmt,end to end delay,,,0.000162043037
General-0-20200715-16:35:37-10116,scalar,Scenario.node[4].wlan[0].mgmt,end to end delay,,,0.000160891489
General-0-20200715-16:35:37-10116,scalar,Scenario.node[5].wlan[0].mgmt,end to end delay,,,0.000164622225
General-0-20200715-16:35:37-10116,scalar,Scenario.node[6].wlan[0].mgmt,end to end delay,,,0.000165650257
General-0-20200715-16:35:37-10116,scalar,Scenario.node[7].wlan[0].mgmt,end to end delay,,,0.000166312586
General-0-20200715-16:35:37-10116,scalar,Scenario.node[8].wlan[0].mgmt,end to end delay,,,0.000167179096
General-0-20200715-16:35:37-10116,scalar,Scenario.node[9].wlan[0].mgmt,end to end delay,,,0.000165979526
General-0-20200715-16:35:37-10116,scalar,Scenario.node[10].wlan[0].mgmt,end to end delay,,,0.000167414117
General-0-20200715-16:35:37-10116,scalar,Scenario.node[11].wlan[0].mgmt,end to end delay,,,0.000166957169
General-0-20200715-16:35:37-10116,scalar,Scenario.node[12].wlan[0].mgmt,end to end delay,,,0.000169269096
General-0-20200715-16:35:37-10116,scalar,Scenario.node[13].wlan[0].mgmt,end to end delay,,,0.000172464297
General-0-20200715-16:35:37-10116,scalar,Scenario.node[14].wlan[0].mgmt,end to end delay,,,0.000168053782
General-0-20200715-16:35:37-10116,scalar,Scenario.node[15].wlan[0].mgmt,end to end delay,,,0.000174249756
General-0-20200715-16:35:37-10116,scalar,Scenario.node[16].wlan[0].mgmt,end to end delay,,,0.000170737441
General-0-20200715-16:35:37-10116,scalar,Scenario.node[17].wlan[0].mgmt,end to end delay,,,0.000176547427
General-0-20200715-16:35:37-10116,scalar,Scenario.node[18].wlan[0].mgmt,end to end delay,,,0.000176016328
General-0-20200715-16:35:37-10116,scalar,Scenario.node[19].wlan[0].mgmt,end to end delay,,,0.000169549467
General-0-20200715-16:35:37-10116,scalar,Scenario.node[20].wlan[0].mgmt,end to end delay,,,0.000176840695
General-0-20200715-16:35:37-10116,scalar,Scenario.node[21].wlan[0].mgmt,end to end delay,,,0.000181382997
General-0-20200715-16:35:37-10116,scalar,Scenario.node[22].wlan[0].mgmt,end to end delay,,,0.000182353287
General-0-20200715-16:35:37-10116,scalar,Scenario.node[23].wlan[0].mgmt,end to end delay,,,0.000180460113
General-0-20200715-16:35:37-10116,scalar,Scenario.node[24].wlan[0].mgmt,end to end delay,,,0.000185059013
General-0-20200715-16:35:37-10116,scalar,Scenario.node[25].wlan[0].mgmt,end to end delay,,,0.000186737764
General-0-20200715-16:35:37-10116,scalar,Scenario.node[26].wlan[0].mgmt,end to end delay,,,0.000180209757
General-0-20200715-16:35:37-10116,scalar,Scenario.node[27].wlan[0].mgmt,end to end delay,,,0.000189088733
General-0-20200715-16:35:37-10116,scalar,Scenario.node[28].wlan[0].mgmt,end to end delay,,,0.000190476155
General-0-20200715-16:35:37-10116,scalar,Scenario.node[29].wlan[0].mgmt,end to end delay,,,0.000189636369
General-0-20200715-16:35:37-10116,scalar,Scenario.node[30].wlan[0].mgmt,end to end delay,,,0.000193539644
General-0-20200715-16:35:37-10116,scalar,Scenario.node[31].wlan[0].mgmt,end to end delay,,,0.000191029486
General-0-20200715-16:35:37-10116,scalar,Scenario.node[32].wlan[0].mgmt,end to end delay,,,0.0001933475
General-0-20200715-16:35:37-10116,scalar,Scenario.node[33].wlan[0].mgmt,end to end delay,,,0.000197354212
General-0-20200715-16:35:37-10116,scalar,Scenario.node[34].wlan[0].mgmt,end to end delay,,,0.000197207695
General-0-20200715-16:35:37-10116,scalar,Scenario.node[35].wlan[0].mgmt,end to end delay,,,0.000193747609
General-0-20200715-16:35:37-10116,scalar,Scenario.node[36].wlan[0].mgmt,end to end delay,,,0.000194134796
General-0-20200715-16:35:37-10116,scalar,Scenario.node[37].wlan[0].mgmt,end to end delay,,,0.000206884797
General-0-20200715-16:35:37-10116,scalar,Scenario.node[38].wlan[0].mgmt,end to end delay,,,0.000204901077
General-0-20200715-16:35:37-10116,scalar,Scenario.node[39].wlan[0].mgmt,end to end delay,,,0.00020746172
General-0-20200715-16:35:37-10116,scalar,Scenario.node[40].wlan[0].mgmt,end to end delay,,,0.000213420442
General-0-20200715-16:35:37-10116,scalar,Scenario.node[41].wlan[0].mgmt,end to end delay,,,0.000215130951
General-0-20200715-16:35:37-10116,scalar,Scenario.node[42].wlan[0].mgmt,end to end delay,,,0.000212716389
General-0-20200715-16:35:37-10116,scalar,Scenario.node[43].wlan[0].mgmt,end to end delay,,,0.000218408751
General-0-20200715-16:35:37-10116,scalar,Scenario.node[44].wlan[0].mgmt,end to end delay,,,0.000229555539
General-0-20200715-16:35:37-10116,scalar,Scenario.node[45].wlan[0].mgmt,end to end delay,,,0.000218483494
General-0-20200715-16:35:37-10116,scalar,Scenario.node[46].wlan[0].mgmt,end to end delay,,,0.000233320007
General-0-20200715-16:35:37-10116,scalar,Scenario.node[47].wlan[0].mgmt,end to end delay,,,0.000228976904
General-0-20200715-16:35:37-10116,scalar,Scenario.node[48].wlan[0].mgmt,end to end delay,,,0.00023344156
General-0-20200715-16:35:37-10116,scalar,Scenario.node[49].wlan[0].mgmt,end to end delay,,,0.000254274843
